,text,caption,timestamp,username,likes_count,link,image_link,hashtags,clean_text
12,"🥥 GRANOLA BITES COCONUT AND CHOCOLATE avec compote et amandes 🍫
Bonjour ! Je suis à Bordeaux depuis mardi soir, je vais être moins présente sur cette page dans les jours à venir 😉
J'ai visité l'école de naturopathie Euro Nature hier soir et je vais devoir choisir l'école dans laquelle m'inscrire à mon retour chez moi avant fin mai ! 🤔😮 #bigdecision 
J'ai trouvé des bites de granola merba vegan sans sucre ajouté (seulement le chocolat en contient) c'est tellement rare ! Il y a de l'avoine et du quinoa dedans.. Cela existe aussi en goût blueberry 😋 Et j'y ai ajouté des amandes et de la compote 👍A bientôt ! 💚
.
.
#granola #bites #coconut #chocolate #compote #amandes #veganfood #vegetarianrecipes #vegetarianfood  #naturopathie #cuisinesaine #healthyfood #veggierecipes #recettesaine #graines #sante  #nutrition #naturel #manger #breakfast #pdj #sanssucre #bowl #foodporn #instafood #instahealthy #ecolenaturo #tourism
#monassiette",Image may contain: food,1557996685,natur_al_food,15,https://www.instagram.com/p/BxhHFiiC6Xi/,https://scontent-frx5-1.cdninstagram.com/vp/0900d8f7fb7db967a4467297d5248de9/5D7465FB/t51.2885-15/e35/59782169_144596580003956_8125439814721656031_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,"['#bigdecision', '#granola', '#bites', '#coconut', '#chocolate', '#compote', '#amandes', '#veganfood', '#vegetarianrecipes', '#vegetarianfood', '#naturopathie', '#cuisinesaine', '#healthyfood', '#veggierecipes', '#recettesaine', '#graines', '#sante', '#nutrition', '#naturel', '#manger', '#breakfast', '#pdj', '#sanssucre', '#bowl', '#foodporn', '#instafood', '#instahealthy', '#ecolenaturo', '#tourism', '#monassiette']"," granola bites coconut and chocolate avec compote et amandes 
bonjour ! je suis a bordeaux depuis mardi soir, je vais etre moins presente sur cette page dans les jours a venir 
jai visite lecole de naturopathie euro nature hier soir et je vais devoir choisir lecole dans laquelle minscrire a mon retour chez moi avant fin mai !  , bigdecision 
jai trouve des bites de granola merba vegan sans sucre ajoute (seulement le chocolat en contient) cest tellement rare ! il y a de lavoine et du quinoa dedans.. cela existe aussi en gout blueberry  et jy ai ajoute des amandes et de la compote a bientot ! 
.
.
"
15,#preparation #saladecomposée #etape3 👩‍🍳,Image may contain: food,1557954197,mmecookieees,10,https://www.instagram.com/p/Bxf2DEIok0M/,https://scontent-frx5-1.cdninstagram.com/vp/e0860804f910f088eeefb313497a54b6/5D6B18C5/t51.2885-15/e35/59079335_2360883830639619_1721826539110049501_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,"['#preparation', '#saladecomposée', '#etape3']",", etape3 "
16,"Buen #miércoles!🙋🏻‍♀️ acá te dejamos para que te tientes😉nuestras #hamburguesas #parrilleras de #seitan 🥰 tenemos varias opciones, estas que ven son con #champi , #brocoli y #cebolla
Riquísimas y gigantes👏🏻👏🏻👏🏻
#miricoseitan #cocinasaludable #végétarien #vegetarian #vegan #cocinasana #burguer #burger #vegetariano #vegetarianrecipes #vegano #veganfood #veganrecipes #hamburguesas #",Image may contain: food,1557939466,miricoseitan,13,https://www.instagram.com/p/BxfZ80DA4Z2/,https://scontent-frx5-1.cdninstagram.com/vp/c9e63d9ab7bff3591931ea8d1badfea5/5D724412/t51.2885-15/e35/60085790_365461674071910_8425113313484068345_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,"['#miércoles!🙋🏻\u200d♀️', '#hamburguesas', '#parrilleras', '#seitan', '#champi', '#brocoli', '#cebolla', '#miricoseitan', '#cocinasaludable', '#végétarien', '#vegetarian', '#vegan', '#cocinasana', '#burguer', '#burger', '#vegetariano', '#vegetarianrecipes', '#vegano', '#veganfood', '#veganrecipes', '#hamburguesas']","buen , miercoles![?] aca te dejamos para que te tientesnuestras , parrilleras de , seitan  tenemos varias opciones, estas que ven son con , champi , , brocoli y , cebolla
riquisimas y gigantes
, "
17,"Hier soir petit sortie en famille car papa avait envie de manger américain et maman pas une grande motivation à faire la cuisine. J'étais bien embêtée par le choix du restaurant mais à 4 contre 1 tant pis je trouverai bien quelque-chose. Et là surprise j'ai pu déguster des gaufres salées  tartinées de St moret-saumon fumé-avocat-oignon rouge-sauce moutarde américaine. Bon par contre la prochaine fois je demande la sauce à part pour la salade car ça baignait. Je garde l'idée pour refaire à la maison car c'était très bon.
Du coup arrivé le dessert j'ai craqué mais chut 🤫 et j'ai mangé un peu de chocolat 😋🍫
Un équilibre c'est du plus et du moins car sinon pas d'équilibre donc le rééquilibrage passe aussi par des petits craquages et plaisir en famille qui font du bien au moral
#healthyfood #healthy #healthylifestyle #mangerbien #mangersainement #mangermieux #craquage #diner #instafood #repashealthy #reequilibragealimentaire #gaufres #gaufresalée #wafles #memphiscoffee",Image may contain: food,1557990502,rishan_green,24,https://www.instagram.com/p/Bxg7Syxi5Jl/,https://scontent-frx5-1.cdninstagram.com/vp/8badd8e0c2d661242ffc47ec44741183/5D6C8977/t51.2885-15/e35/59639479_414464205774149_9039962173396835754_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,"['#healthyfood', '#healthy', '#healthylifestyle', '#mangerbien', '#mangersainement', '#mangermieux', '#craquage', '#diner', '#instafood', '#repashealthy', '#reequilibragealimentaire', '#gaufres', '#gaufresalée', '#wafles', '#memphiscoffee']","hier soir petit sortie en famille car papa avait envie de manger americain et maman pas une grande motivation a faire la cuisine. jetais bien embetee par le choix du restaurant mais a 4 contre 1 tant pis je trouverai bien quelque-chose. et la surprise jai pu deguster des gaufres salees  tartinees de st moret-saumon fume-avocat-oignon rouge-sauce moutarde americaine. bon par contre la prochaine fois je demande la sauce a part pour la salade car ca baignait. je garde lidee pour refaire a la maison car cetait tres bon.
du coup arrive le dessert jai craque mais chut  et jai mange un peu de chocolat 
un equilibre cest du plus et du moins car sinon pas dequilibre donc le reequilibrage passe aussi par des petits craquages et plaisir en famille qui font du bien au moral
"
18,"Vous connaissez Gordon Ramsay ? Ses recettes sont juste au top. Savoureuses, simples et hyper saines. Ici un cabillaud miso sur un lit de chou pak poi et asperges.
Réalisation et livraison de repas sains équilibrés et faits maison sur Roquebrune Cap Martin, Monaco et Menton.
#gordonramsay #healthyfood #healthyrecipes #cabillaud #fish #sainetbon #eatclean #eathealty #mangersain #homemadefood #faitmaison #fatfree #sansmatieregrasse #fitfood #dietfood #nutrition #dietetique #instafood #foodlover #foodstagram #delivery #catering #livraison #monaco #menton #roquebrunecapmartin",Image may contain: food,1557999189,cesaretmarcus,13,https://www.instagram.com/p/BxhL3LIiMvP/,https://scontent-frx5-1.cdninstagram.com/vp/5b83aac7f9eb4a580506d60ff19e99dc/5D555B93/t51.2885-15/e35/p1080x1080/60531348_301501674074822_4030935142434650214_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,"['#gordonramsay', '#healthyfood', '#healthyrecipes', '#cabillaud', '#fish', '#sainetbon', '#eatclean', '#eathealty', '#mangersain', '#homemadefood', '#faitmaison', '#fatfree', '#sansmatieregrasse', '#fitfood', '#dietfood', '#nutrition', '#dietetique', '#instafood', '#foodlover', '#foodstagram', '#delivery', '#catering', '#livraison', '#monaco', '#menton', '#roquebrunecapmartin']","vous connaissez gordon ramsay ? ses recettes sont juste au top. savoureuses, simples et hyper saines. ici un cabillaud miso sur un lit de chou pak poi et asperges.
realisation et livraison de repas sains equilibres et faits maison sur roquebrune cap martin, monaco et menton.
"
19,"🔛 Merci de visiter, vous abonner et partager notre page @fatsecretfrance 
Les petits changements alimentaires peuvent faire une grosse différence au niveau nutritionnel . 
Nul besoin de s’affamer ou de se priver pour débuter un rééquilibrage alimentaire et manger sainement. Il suffit simplement de miser sur les aliments moins ou pas transformés et plus riches en nutriments ! ➖➖➖ Vous avez un ami qui serait intéressé par ça? Alors n’hésitez pas à aimer et partager cette publication dans vos stories , 🙏
. 🔂C’est tout! Si vous avez des questions, n’hésitez pas à commenter ci-dessous 👇","Image may contain: 1 person, food",1557997499,fatsecretfrance,1065,https://www.instagram.com/p/BxhIo36phsr/,https://scontent-frx5-1.cdninstagram.com/vp/a051cf2a123ce24f0ed84d99c9f63ed6/5D6E443F/t51.2885-15/e35/57370750_458601121580202_2674474023310641782_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,['@fatsecretfrance']," merci de visiter, vous abonner et partager notre page 
les petits changements alimentaires peuvent faire une grosse difference au niveau nutritionnel . 
nul besoin de saffamer ou de se priver pour debuter un reequilibrage alimentaire et manger sainement. il suffit simplement de miser sur les aliments moins ou pas transformes et plus riches en nutriments !  vous avez un ami qui serait interesse par ca? alors nhesitez pas a aimer et partager cette publication dans vos stories , 
. cest tout! si vous avez des questions, nhesitez pas a commenter ci-dessous "
20,"DÎNER 🥘 : 
Deux tranches de pain 🍞 au thon 
Une tomate 🍅 
Une purée de carottes 🥕 à l’ail 
Des maïs 🌽 
#healthyeating#healthyfood#healthyrecipes#petitdejeunersain#fitnessgirl#breakfast#petitdejeunersain#manger#mangerbouger#mangersainement#diner#dinnerdate#dinnerideas#dinertime🍴#dinerhealthy#dinner_time#dinners#healthymeal#repasequilibre##repashealthy#repasdusoir#sport#onlacherien#motivationfitness#go#sportwear#reequilibragealimentaire#like4likes#likeforlikes",Image may contain: food and indoor,1557949950,grossejoue_,49,https://www.instagram.com/p/Bxft8koCERN/,https://scontent-frx5-1.cdninstagram.com/vp/19ac11b7588842a455a4796b5e2b69da/5D597895/t51.2885-15/e35/p1080x1080/60524076_1139783322857150_6603113632291026915_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,"['#healthyeating', '#healthyfood', '#healthyrecipes', '#petitdejeunersain', '#fitnessgirl', '#breakfast', '#petitdejeunersain', '#manger', '#mangerbouger', '#mangersainement', '#diner', '#dinnerdate', '#dinnerideas', '#dinertime🍴', '#dinerhealthy', '#dinner_time', '#dinners', '#healthymeal', '#repasequilibre', '#repashealthy', '#repasdusoir', '#sport', '#onlacherien', '#motivationfitness', '#go', '#sportwear', '#reequilibragealimentaire', '#like4likes', '#likeforlikes']","diner  : 
deux tranches de pain  au thon 
une tomate  
une puree de carottes  a lail 
des mais  
, "
21,"Régalez vos papilles et prenez le temps d’apprécier chaque saveur de ce met délicieux.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Suprème de poulet poché, rhubarbe,asperge accompagné de chou pak choï. Un doux mélange qui réchauffera tous vos sens et ouvrira votre coeur.
Demandez moi la recette! Je vous souhaite une belle journée.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#recettemaison #poulet #legumesdesaison #fruitdesaison #rhubarbe #asperge #jemefaisplaisir #jefaisplaisir #gourmandise #salé #diner",Image may contain: food,1557985857,patriciafeschet,16,https://www.instagram.com/p/BxgybtkoijS/,https://scontent-frx5-1.cdninstagram.com/vp/9005fe7ae6ab8909a8514e736876c1e5/5D73E98E/t51.2885-15/e35/59315578_322488928427385_4233185280126258731_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,"['#recettemaison', '#poulet', '#legumesdesaison', '#fruitdesaison', '#rhubarbe', '#asperge', '#jemefaisplaisir', '#jefaisplaisir', '#gourmandise', '#salé', '#diner']","regalez vos papilles et prenez le temps dapprecier chaque saveur de ce met delicieux.
         
supreme de poulet poche, rhubarbe,asperge accompagne de chou pak choi. un doux melange qui rechauffera tous vos sens et ouvrira votre coeur.
demandez moi la recette! je vous souhaite une belle journee.
         
"
22,"Tiramisu gourmand aux fraises
http://ow.ly/6HnF50qYnva
Crémeux et fruité on ne résiste pas !
#recettes #desserts #fraises #tiramisu #mascarpone #dessert #printemps #fruits #cuisineetmets #fraise #recettedesaison #cuisine #recette #fruitsrouges #instacook #instagood",Image may contain: food,1556901032,cuisine_et_mets,773,https://www.instagram.com/p/BxAdSzrAD3F/,https://scontent-frx5-1.cdninstagram.com/vp/22626e0ba6b2bd08d966798e1e6585d4/5D629B4F/t51.2885-15/fr/e15/p1080x1080/58115016_139332483854686_9030916618618017736_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,"['#recettes', '#desserts', '#fraises', '#tiramisu', '#mascarpone', '#dessert', '#printemps', '#fruits', '#cuisineetmets', '#fraise', '#recettedesaison', '#cuisine', '#recette', '#fruitsrouges', '#instacook', '#instagood']","tiramisu gourmand aux fraises
http://ow.ly/6hnf50qynva
cremeux et fruite on ne resiste pas !
"
24,"Meringue maison du chef👨‍🍳 , petite idée pour GRANDE GOURMANDISE 😍 - #tonnelierrestaurant #restaurantlangogne #yummy #pastry #cuisinemaison #sotasty #atable #lacdenaussac #gourmandise #patisserie #ideerecette",Image may contain: food,1557956635,terrassesdulac,17,https://www.instagram.com/p/Bxf6spBi0St/,https://scontent-frx5-1.cdninstagram.com/vp/2746f68051869f0c7af954931ad5b63f/5D6F5E3B/t51.2885-15/e35/p1080x1080/60558824_116951462847417_1049590605789169704_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,"['#tonnelierrestaurant', '#restaurantlangogne', '#yummy', '#pastry', '#cuisinemaison', '#sotasty', '#atable', '#lacdenaussac', '#gourmandise', '#patisserie', '#ideerecette']","meringue maison du chef , petite idee pour grande gourmandise  - "
25,"🇺🇸TB to one of my favorite bowls EVER. 😍🤤
.
Basically the rainbow in a plate, my faaaaaav ♥️
.
#whatsonmyplate : salad leaves, sweet potatoes, cucumber, cherry tomatoes, asparagus, one poached egg, half an avocado 😍💚
Lemon juice, pink himalayan salt, pepper, chia and sunflower seeds.
.
I wish you a beautiful day, shine bright and do your best always ♡
.
🇫🇷Retour sur un des bols PRÉFÉRÉS 😍🤤
.
L’arc-en-ciel dans l’assiette : le bonheur ♥️
.
Dans mon assiette : mâche, patate douce, concombre, tomates cerises, asperges, oeuf poché et un demi avocat.
Jus de citron, sel rose d’himalaya, poivre, graines de chia et de tournesol.
.
Vous en pensez quoi de ce petit bol? Quel est votre combo préféré ?
.
Belle journée à tous ♡","Image may contain: 1 person, food",1557915979,lavieplaisirs,1475,https://www.instagram.com/p/BxetJuMoWDf/,https://scontent-frx5-1.cdninstagram.com/vp/340e744cfef7a760363fce3e5c7cf141/5D5AF23D/t51.2885-15/e35/s1080x1080/60310937_651717451923168_1823447555895640817_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,['#whatsonmyplate'],"tb to one of my favorite bowls ever. 
.
basically the rainbow in a plate, my faaaaaav [?]
.
, whatsonmyplate : salad leaves, sweet potatoes, cucumber, cherry tomatoes, asparagus, one poached egg, half an avocado 
lemon juice, pink himalayan salt, pepper, chia and sunflower seeds.
.
i wish you a beautiful day, shine bright and do your best always 
.
retour sur un des bols preferes 
.
larc-en-ciel dans lassiette : le bonheur [?]
.
dans mon assiette : mache, patate douce, concombre, tomates cerises, asperges, oeuf poche et un demi avocat.
jus de citron, sel rose dhimalaya, poivre, graines de chia et de tournesol.
.
vous en pensez quoi de ce petit bol? quel est votre combo prefere ?
.
belle journee a tous "
26,"Salade composée du jour 😋🍴
#salade#saladeverte #saladecomposée #ramadan #ramadanfood #ramadan2019 #saladedechoux #legumesdesaison #oeufsmimosa #fraicheur #saladefraicheur #salad #healthyfood ##healthyrecipes #oran #saladdecoration #dz #algeriangirl #inmykitchen #cookwithmanou👩🏻‍🍳","Image may contain: 1 person, food",1557954389,cookwithmanou,52,https://www.instagram.com/p/Bxf2aeSA-Hn/,https://scontent-frx5-1.cdninstagram.com/vp/471c36730b3eda0924b5d44577b504f4/5D6B694E/t51.2885-15/e35/58883307_1219468184876604_3636356821362268209_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,"['#salade', '#saladeverte', '#saladecomposée', '#ramadan', '#ramadanfood', '#ramadan2019', '#saladedechoux', '#legumesdesaison', '#oeufsmimosa', '#fraicheur', '#saladefraicheur', '#salad', '#healthyfood', '#healthyrecipes', '#oran', '#saladdecoration', '#dz', '#algeriangirl', '#inmykitchen', '#cookwithmanou👩🏻\u200d🍳']","salade composee du jour 
, "
27,"L' été arrive et nos salades aussi ! En attendant lundi et notre nouveau menu,  venez découvrir dès aujourd’hui nos assiettes de salades composées. 🤗🥗🥕😜 . .  Salade de quinoa,  poulet adobado et vinaigrette au guajillo (piment doux)  #healthyfood #parishealthy #paris #parisfood #parisrestaurant #foodies #mexicanfood #saladecomposée #salade #salad","Image may contain: 1 person, food and indoor",1557998674,la_choya_paris,12,https://www.instagram.com/p/BxhK4WpIEQ5/,https://scontent-frx5-1.cdninstagram.com/vp/9c10a2b13d3e4e2719db526b97fb1c4e/5D576938/t51.2885-15/e35/s1080x1080/59723663_2275750252513840_913427772362045192_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,"['#healthyfood', '#parishealthy', '#paris', '#parisfood', '#parisrestaurant', '#foodies', '#mexicanfood', '#saladecomposée', '#salade', '#salad']","l ete arrive et nos salades aussi ! en attendant lundi et notre nouveau menu,  venez decouvrir des aujourdhui nos assiettes de salades composees.  . .  salade de quinoa,  poulet adobado et vinaigrette au guajillo (piment doux)  "
29,"Bowlcake tout choco 🍫

J'ai remplacé le yaourt nature par un yaourt soja au chocolat, 2min40 au micro-ondes, on y laisse fondre un carré de chocolat 72%, on parsème délicatement de coco râpée 🥥 et on déguste avec délectation 🙈 (ce mot est tellement beau 😍😁) Bonne journée mes petits soleils ✨💐💕",Image may contain: dessert and food,1557998144,motiv_equilibre,51,https://www.instagram.com/p/BxhJ3mBo1a-/,https://scontent-frx5-1.cdninstagram.com/vp/811a1b21a6cdae3c00dfdf10c57075ec/5D5EC652/t51.2885-15/e35/59624545_136264567436403_1597914026793438644_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,[],"bowlcake tout choco 

jai remplace le yaourt nature par un yaourt soja au chocolat, 2min40 au micro-ondes, on y laisse fondre un carre de chocolat 72%, on parseme delicatement de coco rapee  et on deguste avec delectation  (ce mot est tellement beau ) bonne journee mes petits soleils "
30,"Bonsoir 😃 🌸DÎNER pour 11Sp🌸. 🌸cordon bleu (7). 🌸pâtes (3). 🌸huile d olive (1). 🌸champignons /tomate cerise 🍒 (0). 🌸yaourt/orange (0). Et il me reste 3SP pour une petite douceur 😃bonne soirée ❤️ #wwfrance.#teamww
#weightwatchersfrance.
#weightwatchersfr.
#weightwatchers.#wwflex
#smartpoints.#feelgood
#wwliberté.#instaww#ww
#wwfr.#smartpointsww
#maigrirensemble.
#mincirensemble.
#pertedepoids.#recetteminceur
#perdredupoids.
#reequilibragealimentaire.
#instaregimeuse.
#summerchallengembmb
#mangersain
#mangerequilibre
#objectifminceur#mieuxdanssoncorps","Image may contain: 1 person, food",1557164701,bretonneww,512,https://www.instagram.com/p/BxIUM-hpEZj/,https://scontent-frx5-1.cdninstagram.com/vp/486bc0bef244b20c3ae77f9d0c7b7560/5D5FEF9C/t51.2885-15/e35/57899663_135502867595854_7271764669745861834_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,"['#wwfrance.', '#teamww', '#weightwatchersfrance.', '#weightwatchersfr.', '#weightwatchers.', '#wwflex', '#smartpoints.', '#feelgood', '#wwliberté.', '#instaww', '#ww', '#wwfr.', '#smartpointsww', '#maigrirensemble.', '#mincirensemble.', '#pertedepoids.', '#recetteminceur', '#perdredupoids.', '#reequilibragealimentaire.', '#instaregimeuse.', '#summerchallengembmb', '#mangersain', '#mangerequilibre', '#objectifminceur', '#mieuxdanssoncorps']",bonsoir  diner pour 11sp. cordon bleu (7). pates (3). huile d olive (1). champignons /tomate cerise  (0). yaourt/orange (0). et il me reste 3sp pour une petite douceur bonne soiree [?] 
32,"Asalamo 3alykom mes chers amis gourmand une petite douceur rafraichissante verrine façon tarte au citron inspiré par le joli compte de @chroniquesgourmandes .ce dessert se compose d'une couche de biscuits mixés ,d'un lemon curd et une meringue suisse joliment dorée pour changer de la classique tarte au citron .الوصفة باللغة العربية فالستوري 
Ingrédients :
Lemond curd: 3 jaunes d'œufs, 
120ml de jus de citron
100g de sucre , le zeste de 2 citron
50g de beuure , 1cas de maïzena 
Dans une casserole fouetter les jaunes d'oeufs et le sucre hors du feu , rajouter Le jus de citron,la maïzena et le zeste .porter le tout à ébullition en remuant jusqu'à épaississement.incorporer le beurre et mixer à l'aide d'un mixeur pour 'avoir une crème lisse *un paquet de biscuits type petit beuure ou bien les chutes de pâte sablée mixés grossièrement.
🔶meringue suisse: 
80g de blanc d'oeufs , 160g de sucre 
Une pincée de sel , 1cac de vanille 
Préparation :
 Verser le blanc d'oeufs et le sucre dans un bol en verre , préparez un bain marie , placez le bol sur la casserole d'eau frémissante et fouettrez en continue à la main jusqu'à ce que le sucre soit complètement dissous et que le mélange devient opaqu,versez le mélange dans le bol d'un robot pâtissier ajouter la vanille et mélangez à vitesse rapide avec le fouet environ 5 mn jusqu'à refroidissement de la préparation et avoir le joli bec ♦Montage:déposer une couche de biscuits dans le fond des verrines ,couvrir d'une couche de lemon curd et surmontée de meringue en utilisant une poche à douille cannelée pour une jolie présentation. 
déguster bien frais 
_______________________
#citron#lemoncurd#gouter#meringue#faitmaison#vanille#gourmande#goûter#cuisinefacile#ideerecette#bienmanger#pastryaddict#patisseries#passioncuisine#faitmaisoncuisine#ramadan2019#algeriansweets#cuisinealgerienne#dzfood#algerianfood
#sahaftourkom#iftar#tropbon#délice#ramadankarim#recette#recettefacile",Image may contain: drink and food,1557750634,le_coingourmand,2213,https://www.instagram.com/p/BxZxyBEHi_9/,https://scontent-frx5-1.cdninstagram.com/vp/c1244f48cec16dad7a9053ad9b115822/5D68FE19/t51.2885-15/e35/58756972_346913329342020_7547727072028790595_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,"['@chroniquesgourmandes', '#citron', '#lemoncurd', '#gouter', '#meringue', '#faitmaison', '#vanille', '#gourmande', '#goûter', '#cuisinefacile', '#ideerecette', '#bienmanger', '#pastryaddict', '#patisseries', '#passioncuisine', '#faitmaisoncuisine', '#ramadan2019', '#algeriansweets', '#cuisinealgerienne', '#dzfood', '#algerianfood', '#sahaftourkom', '#iftar', '#tropbon', '#délice', '#ramadankarim', '#recette', '#recettefacile']","asalamo 3alykom mes chers amis gourmand une petite douceur rafraichissante verrine facon tarte au citron inspire par le joli compte de .ce dessert se compose dune couche de biscuits mixes ,dun lemon curd et une meringue suisse joliment doree pour changer de la classique tarte au citron flstwry 
ingredients :
lemond curd: 3 jaunes doeufs, 
120ml de jus de citron
100g de sucre , le zeste de 2 citron
50g de beuure , 1cas de maizena 
dans une casserole fouetter les jaunes doeufs et le sucre hors du feu , rajouter le jus de citron,la maizena et le zeste .porter le tout a ebullition en remuant jusqua epaississement.incorporer le beurre et mixer a laide dun mixeur pour avoir une creme lisse *un paquet de biscuits type petit beuure ou bien les chutes de pate sablee mixes grossierement.
meringue suisse: 
80g de blanc doeufs , 160g de sucre 
une pincee de sel , 1cac de vanille 
preparation :
 verser le blanc doeufs et le sucre dans un bol en verre , preparez un bain marie , placez le bol sur la casserole deau fremissante et fouettrez en continue a la main jusqua ce que le sucre soit completement dissous et que le melange devient opaqu,versez le melange dans le bol dun robot patissier ajouter la vanille et melangez a vitesse rapide avec le fouet environ 5 mn jusqua refroidissement de la preparation et avoir le joli bec montage:deposer une couche de biscuits dans le fond des verrines ,couvrir dune couche de lemon curd et surmontee de meringue en utilisant une poche a douille cannelee pour une jolie presentation. 
deguster bien frais 
_______________________
"
33,"🦐🦞🦀Mercredi 15 mai 2019 🦀🦞🦐
Après une bonne séance de sport, il n’y a rien de mieux qu’un bon petit repas de #FruitsDeMer 🦞🦀🦐
🕊 #MangesCommeCeluiQueTuVeuxEtre 🕊
Objectif 2019 : - 10kg 😇
✅💪 -4kg🔓 -10kg🔐
⚖️🏋🏻‍♀️🏊‍♀️
#regime #Diet #InstaDiet #regimeuse #InstaRegimeuse #InstaRegime #MangerBouger #motivée #Motivation #RééquilibrageAlimentaire #diet #Maigrir #mincir #PerdreDuPoid #MangerMieux #nutrition #AfondLaForme #QuandOnVeutOnPeut  #Fitness #Healthy #HealthyLife #ObjectifEte2019 #Runtastic #OnLacheRien #SalleDeSport",Image may contain: food,1557994087,nissnissdu22,29,https://www.instagram.com/p/BxhCIWxiyls/,https://scontent-frx5-1.cdninstagram.com/vp/82e9b2de11d5e4c15cd4d5d8606c9b8c/5D74B13E/t51.2885-15/e35/s1080x1080/60514663_2293634264220312_7094216618915250107_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,"['#FruitsDeMer', '#MangesCommeCeluiQueTuVeuxEtre', '#regime', '#Diet', '#InstaDiet', '#regimeuse', '#InstaRegimeuse', '#InstaRegime', '#MangerBouger', '#motivée', '#Motivation', '#RééquilibrageAlimentaire', '#diet', '#Maigrir', '#mincir', '#PerdreDuPoid', '#MangerMieux', '#nutrition', '#AfondLaForme', '#QuandOnVeutOnPeut', '#Fitness', '#Healthy', '#HealthyLife', '#ObjectifEte2019', '#Runtastic', '#OnLacheRien', '#SalleDeSport']","mercredi 15 mai 2019 
apres une bonne seance de sport, il ny a rien de mieux quun bon petit repas de , fruitsdemer 
 , mangescommeceluiquetuveuxetre 
objectif 2019 : - 10kg 
 -4kg -10kg
[?][?][?][?]
"
34,"Il fait enfin beau, alors quel plaisir de pouvoir déjeuner au soleil. Au menu d’hier midi: petite salade de pommes de terre et fenouil, tomates cerise, ciboulette et cranberries et quelques graines de lin et de tournesol torréfiées. Le tout assaisonné d une vinaigrette à base de moutarde au miel, d huile d’olive et de vinaigre balsamique. Très simple à réaliser. J ai utilisé des pommes de terre grenailles qui ont l avantage de cuire rapidement et qui sont délicieuses ! Après cuisson je les ai coupées en morceaux et j ai râpé le fenouil avec une mandoline! 
Et comme c est encore la saison des asperges j ai servi la salade pommes de terre accompagnée de quelques asperges et d’un peu de mesclun. 
Alors à votre tour essayez cette recette de salade: vous pouvez la personnaliser et ajouter des graines de grenade, de l avocat, de la pomme verte 🍏 ..... ou du thon, ou du poulpe 🐙 ou pourquoi pas saumon fumé !! .
.
.
.
#recettesimple #salade#saladecomposée #saladedepommedeterre #superfood #bienmanger #healthyfood #lunch#dejeunerausoleil #foodstylist #easyrecipes #cestleprintemps#asperges#fenouil#pommedeterre",Image may contain: food,1557960726,corinne_jausserand,23,https://www.instagram.com/p/BxgCf_uozUo/,https://scontent-frx5-1.cdninstagram.com/vp/1c57d5ba0d3c63df7a724aae41a5fb35/5D700E9E/t51.2885-15/e35/s1080x1080/58761689_133483847827670_6919985096851376862_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com,"['#recettesimple', '#salade', '#saladecomposée', '#saladedepommedeterre', '#superfood', '#bienmanger', '#healthyfood', '#lunch', '#dejeunerausoleil', '#foodstylist', '#easyrecipes', '#cestleprintemps', '#asperges', '#fenouil', '#pommedeterre']","il fait enfin beau, alors quel plaisir de pouvoir dejeuner au soleil. au menu dhier midi: petite salade de pommes de terre et fenouil, tomates cerise, ciboulette et cranberries et quelques graines de lin et de tournesol torrefiees. le tout assaisonne d une vinaigrette a base de moutarde au miel, d huile dolive et de vinaigre balsamique. tres simple a realiser. j ai utilise des pommes de terre grenailles qui ont l avantage de cuire rapidement et qui sont delicieuses ! apres cuisson je les ai coupees en morceaux et j ai rape le fenouil avec une mandoline! 
et comme c est encore la saison des asperges j ai servi la salade pommes de terre accompagnee de quelques asperges et dun peu de mesclun. 
alors a votre tour essayez cette recette de salade: vous pouvez la personnaliser et ajouter des graines de grenade, de l avocat, de la pomme verte  ..... ou du thon, ou du poulpe  ou pourquoi pas saumon fume !! .
.
.
.
"
